species_name,sex,weight
Dipodomys_merriami,F,44
Dipodomys_merriami,F,40
Dipodomys_merriami,F,32
Dipodomys_merriami,M,42
Dipodomys_merriami,M,44
Dipodomys_ordii,M,46
Dipodomys_ordii,M,56
Chaetodipus_penicillatus,M,16
Neotoma_albigula,M,186
Dipodomys_merriami,F,46
Dipodomys_spectabilis,F,140
Dipodomys_spectabilis,M,166
Dipodomys_merriami,F,36
Dipodomys_merriami,M,40
Dipodomys_merriami,F,33
Dipodomys_merriami,F,21
Dipodomys_ordii,M,31
Dipodomys_spectabilis,F,94
Neotoma_albigula,F,174
Dipodomys_merriami,F,30
Neotoma_albigula,M,124
Dipodomys_merriami,F,42
Onychomys_torridus,M,11
Dipodomys_merriami,M,42
Dipodomys_merriami,M,50
Dipodomys_merriami,F,44
Dipodomys_merriami,M,40
Onychomys_torridus,M,25
Dipodomys_merriami,M,52
Dipodomys_merriami,F,38
Dipodomys_merriami,F,50
Dipodomys_merriami,M,49
Reithrodontomys_megalotis,F,14
Onychomys_leucogaster,F,28
Dipodomys_merriami,M,50
Dipodomys_merriami,M,46
Dipodomys_merriami,F,48
Neotoma_albigula,M,181
Chaetodipus_penicillatus,F,16
Onychomys_leucogaster,F,35
Dipodomys_merriami,F,34
Dipodomys_merriami,F,25
Onychomys_leucogaster,M,35
Dipodomys_ordii,M,56
Dipodomys_ordii,M,46
Dipodomys_ordii,M,55
Neotoma_albigula,F,101
Dipodomys_merriami,F,43
Dipodomys_ordii,M,50
Dipodomys_merriami,M,48
Neotoma_albigula,F,139
Dipodomys_merriami,F,34
Dipodomys_merriami,F,46
Dipodomys_ordii,F,52
Dipodomys_merriami,F,46
Chaetodipus_penicillatus,M,20
Dipodomys_merriami,F,42
Dipodomys_merriami,M,46
Neotoma_albigula,M,113
Onychomys_torridus,F,28
Dipodomys_ordii,M,51
Neotoma_albigula,F,165
Dipodomys_ordii,F,62
Dipodomys_merriami,F,33
Neotoma_albigula,M,131
Chaetodipus_penicillatus,F,14
Dipodomys_ordii,M,51
Dipodomys_merriami,F,44
Dipodomys_ordii,M,48
Dipodomys_merriami,M,44
Dipodomys_merriami,F,48
Dipodomys_merriami,M,53
Dipodomys_ordii,M,47
Chaetodipus_penicillatus,F,18
Onychomys_torridus,M,25
Neotoma_albigula,M,157
Dipodomys_merriami,F,44
Dipodomys_merriami,F,24
Dipodomys_ordii,F,33
Dipodomys_merriami,F,45
Dipodomys_ordii,M,42
Dipodomys_spectabilis,F,129
Dipodomys_spectabilis,F,130
Dipodomys_spectabilis,F,150
Dipodomys_spectabilis,F,140
Dipodomys_merriami,M,49
Dipodomys_merriami,M,43
Dipodomys_merriami,M,49
Dipodomys_ordii,F,54
Dipodomys_ordii,F,50
Dipodomys_merriami,M,18
Dipodomys_ordii,F,54
Dipodomys_merriami,F,49
Dipodomys_merriami,F,42
Dipodomys_merriami,F,45
Chaetodipus_penicillatus,M,28
Dipodomys_ordii,M,44
Chaetodipus_penicillatus,F,15
Dipodomys_spectabilis,F,121
Dipodomys_merriami,F,38
Dipodomys_spectabilis,F,98
Onychomys_torridus,M,29
Dipodomys_merriami,F,39
Neotoma_albigula,F,106
Dipodomys_merriami,F,46
Dipodomys_merriami,M,47
Dipodomys_merriami,F,46
Onychomys_torridus,M,22
Dipodomys_merriami,M,49
Chaetodipus_penicillatus,M,17
Dipodomys_merriami,F,41
Dipodomys_merriami,M,46
Onychomys_leucogaster,M,32
Dipodomys_merriami,F,39
Dipodomys_merriami,M,50
Dipodomys_merriami,F,44
Chaetodipus_penicillatus,F,16
Dipodomys_merriami,M,56
Chaetodipus_penicillatus,F,17
Onychomys_leucogaster,F,38
Dipodomys_ordii,M,57
Dipodomys_merriami,M,54
Neotoma_albigula,M,155
Dipodomys_merriami,M,46
Dipodomys_merriami,F,40
Dipodomys_merriami,M,50
Dipodomys_merriami,F,41
Onychomys_torridus,M,24
Dipodomys_ordii,M,51
Dipodomys_merriami,F,36
Dipodomys_merriami,F,20
Onychomys_torridus,F,26
Dipodomys_merriami,F,38
Dipodomys_merriami,F,43
Dipodomys_merriami,M,48
Chaetodipus_penicillatus,M,17
Dipodomys_merriami,F,40
Dipodomys_merriami,M,22
Dipodomys_merriami,M,53
Perognathus_hispidus,M,30
Dipodomys_merriami,F,44
Neotoma_albigula,F,162
Dipodomys_ordii,M,59
Dipodomys_merriami,M,38
Dipodomys_merriami,M,34
Dipodomys_ordii,M,54
Dipodomys_merriami,M,46
Onychomys_leucogaster,M,34
Chaetodipus_penicillatus,M,20
Dipodomys_merriami,M,48
Dipodomys_spectabilis,F,126
Reithrodontomys_megalotis,M,11
Neotoma_albigula,F,168
Peromyscus_eremicus,M,22
Dipodomys_merriami,F,46
Dipodomys_merriami,M,53
Dipodomys_ordii,F,44
Dipodomys_ordii,M,49
Dipodomys_merriami,F,46
Dipodomys_merriami,F,36
Onychomys_leucogaster,M,37
Dipodomys_spectabilis,M,136
Peromyscus_eremicus,M,18
Chaetodipus_penicillatus,M,16
Chaetodipus_penicillatus,M,15
Onychomys_torridus,F,28
Dipodomys_ordii,F,37
Dipodomys_spectabilis,F,130
Dipodomys_merriami,M,40
Onychomys_torridus,M,24
Dipodomys_merriami,M,39
Dipodomys_ordii,F,50
Dipodomys_merriami,M,43
Peromyscus_eremicus,F,28
Dipodomys_merriami,F,42
Dipodomys_merriami,F,59
Dipodomys_spectabilis,F,135
Dipodomys_merriami,F,41
Dipodomys_merriami,F,48
Dipodomys_merriami,M,53
Dipodomys_merriami,M,48
Dipodomys_merriami,M,46
Peromyscus_eremicus,F,38
Dipodomys_ordii,F,54
Dipodomys_merriami,M,42
Dipodomys_merriami,F,43
Dipodomys_merriami,M,52
Dipodomys_ordii,M,47
Dipodomys_merriami,M,52
Dipodomys_merriami,M,52
Dipodomys_spectabilis,F,117
Reithrodontomys_megalotis,F,10
Dipodomys_merriami,F,43
Dipodomys_merriami,M,49
Onychomys_torridus,M,25
Onychomys_leucogaster,M,28
Dipodomys_ordii,M,40
Dipodomys_merriami,M,50
Onychomys_torridus,M,22
Chaetodipus_penicillatus,F,16
Dipodomys_spectabilis,F,125
Dipodomys_merriami,F,44
Dipodomys_spectabilis,M,152
Dipodomys_merriami,M,46
Dipodomys_merriami,F,40
Dipodomys_merriami,F,50
Peromyscus_eremicus,M,20
Onychomys_leucogaster,M,36
Onychomys_torridus,M,23
Dipodomys_merriami,M,49
Dipodomys_ordii,F,49
Peromyscus_eremicus,M,19
Peromyscus_eremicus,F,24
Dipodomys_merriami,M,51
Dipodomys_merriami,M,46
Neotoma_albigula,M,178
Dipodomys_ordii,M,50
Chaetodipus_penicillatus,M,9
Dipodomys_merriami,M,42
Dipodomys_merriami,F,44
Chaetodipus_penicillatus,F,15
Dipodomys_merriami,F,40
Dipodomys_merriami,F,36
Onychomys_leucogaster,M,29
Onychomys_leucogaster,F,42
Dipodomys_ordii,M,39
Peromyscus_maniculatus,M,21
Reithrodontomys_megalotis,F,13
Dipodomys_merriami,F,40
Onychomys_torridus,M,22
Dipodomys_merriami,F,40
Onychomys_torridus,F,26
Dipodomys_merriami,F,40
Neotoma_albigula,F,119
Dipodomys_ordii,M,55
Dipodomys_merriami,F,23
Dipodomys_merriami,M,48
Dipodomys_merriami,M,42
Dipodomys_merriami,M,46
Onychomys_torridus,F,23
Dipodomys_merriami,F,42
Onychomys_leucogaster,M,37
Dipodomys_merriami,F,37
Dipodomys_ordii,M,50
Onychomys_leucogaster,M,28
Onychomys_leucogaster,M,20
Dipodomys_merriami,M,47
Reithrodontomys_megalotis,M,11
Dipodomys_merriami,F,41
Dipodomys_merriami,M,39
Dipodomys_merriami,M,49
Dipodomys_spectabilis,F,122
Neotoma_albigula,F,162
Peromyscus_eremicus,M,18
Dipodomys_spectabilis,F,102
Dipodomys_ordii,F,45
Dipodomys_merriami,M,39
Reithrodontomys_megalotis,F,13
Dipodomys_merriami,M,57
Dipodomys_merriami,M,36
Dipodomys_ordii,M,48
Dipodomys_merriami,F,47
Peromyscus_eremicus,M,18
Dipodomys_ordii,F,58
Dipodomys_ordii,M,59
Dipodomys_merriami,M,42
Dipodomys_merriami,M,44
Dipodomys_spectabilis,F,123
Dipodomys_ordii,F,49
Dipodomys_merriami,M,38
Dipodomys_ordii,F,46
Peromyscus_eremicus,M,19
Dipodomys_merriami,F,48
Dipodomys_merriami,M,45
Onychomys_leucogaster,F,25
Peromyscus_eremicus,M,18
Dipodomys_spectabilis,F,136
Dipodomys_ordii,F,42
Dipodomys_merriami,F,41
Dipodomys_spectabilis,M,119
Onychomys_torridus,F,26
Dipodomys_spectabilis,F,145
Dipodomys_merriami,F,40
Dipodomys_merriami,M,48
Dipodomys_spectabilis,F,138
Neotoma_albigula,F,136
Dipodomys_ordii,M,51
Dipodomys_merriami,M,50
Peromyscus_eremicus,F,25
Onychomys_leucogaster,M,37
Dipodomys_spectabilis,F,125
Dipodomys_merriami,F,44
Dipodomys_merriami,F,42
Onychomys_torridus,M,30
Dipodomys_spectabilis,M,152
Onychomys_leucogaster,F,26
Dipodomys_merriami,M,45
Onychomys_leucogaster,F,28
Dipodomys_merriami,F,44
Dipodomys_merriami,F,40
Dipodomys_spectabilis,M,128
Onychomys_leucogaster,M,35
Dipodomys_merriami,M,45
Dipodomys_merriami,M,47
Dipodomys_merriami,F,41
Onychomys_leucogaster,M,35
Onychomys_torridus,M,28
Dipodomys_spectabilis,F,123
Dipodomys_merriami,M,51
Neotoma_albigula,F,148
Dipodomys_merriami,F,42
Dipodomys_ordii,F,52
Dipodomys_merriami,M,32
Onychomys_torridus,F,20
Dipodomys_merriami,M,41
Onychomys_leucogaster,M,35
Onychomys_torridus,F,26
Dipodomys_merriami,F,42
Peromyscus_eremicus,M,21
Peromyscus_eremicus,M,19
Dipodomys_spectabilis,M,122
Dipodomys_merriami,M,52
Neotoma_albigula,M,192
Onychomys_torridus,M,17
Peromyscus_eremicus,M,19
Dipodomys_merriami,M,48
Reithrodontomys_megalotis,M,9
Dipodomys_ordii,M,46
Dipodomys_merriami,M,41
Dipodomys_merriami,F,38
Dipodomys_merriami,F,43
Dipodomys_merriami,F,36
Onychomys_leucogaster,M,30
Dipodomys_merriami,M,43
Dipodomys_merriami,F,39
Reithrodontomys_megalotis,F,14
Onychomys_torridus,F,25
Dipodomys_merriami,M,46
Dipodomys_merriami,M,46
Dipodomys_merriami,F,39
Dipodomys_merriami,F,39
Dipodomys_merriami,M,48
Onychomys_torridus,F,21
Dipodomys_merriami,F,37
Dipodomys_ordii,M,50
Neotoma_albigula,F,129
Dipodomys_merriami,F,39
Dipodomys_merriami,F,42
Dipodomys_ordii,M,51
Dipodomys_merriami,F,38
Dipodomys_merriami,M,52
Dipodomys_spectabilis,F,118
Dipodomys_merriami,F,40
Dipodomys_ordii,M,50
Dipodomys_merriami,F,38
Dipodomys_merriami,M,41
Dipodomys_merriami,M,40
Perognathus_hispidus,M,34
Neotoma_albigula,F,168
Dipodomys_ordii,F,50
Onychomys_torridus,M,16
Dipodomys_merriami,F,43
Dipodomys_merriami,M,43
Neotoma_albigula,F,146
Dipodomys_merriami,M,46
Chaetodipus_penicillatus,F,12
Dipodomys_merriami,M,37
Dipodomys_merriami,F,43
Dipodomys_merriami,M,41
Peromyscus_eremicus,M,19
Dipodomys_merriami,M,37
Onychomys_leucogaster,M,34
Dipodomys_merriami,M,44
Peromyscus_eremicus,F,20
Dipodomys_merriami,M,53
Dipodomys_ordii,M,46
Onychomys_torridus,M,25
Dipodomys_ordii,M,48
Dipodomys_merriami,M,41
Dipodomys_ordii,M,53
Dipodomys_spectabilis,M,142
Dipodomys_merriami,M,42
Onychomys_torridus,F,22
Dipodomys_merriami,M,47
Dipodomys_ordii,F,51
Dipodomys_spectabilis,F,108
Dipodomys_spectabilis,F,132
Dipodomys_ordii,M,54
Dipodomys_merriami,M,43
Reithrodontomys_megalotis,F,10
Dipodomys_merriami,M,42
Dipodomys_spectabilis,M,132
Dipodomys_merriami,M,41
Dipodomys_merriami,M,43
Dipodomys_merriami,M,42
Dipodomys_spectabilis,F,120
Onychomys_leucogaster,F,30
Dipodomys_merriami,M,43
Dipodomys_merriami,M,40
Dipodomys_merriami,M,46
Dipodomys_merriami,F,39
Dipodomys_spectabilis,F,126
Dipodomys_merriami,F,43
Reithrodontomys_megalotis,F,11
Dipodomys_ordii,M,59
Dipodomys_merriami,M,43
Peromyscus_eremicus,M,19
Reithrodontomys_megalotis,F,9
Dipodomys_merriami,F,44
Dipodomys_merriami,F,41
Dipodomys_merriami,F,46
Dipodomys_ordii,M,45
Reithrodontomys_megalotis,F,11
Onychomys_leucogaster,M,30
Dipodomys_merriami,F,41
Dipodomys_ordii,M,50
Dipodomys_spectabilis,M,130
Dipodomys_merriami,F,40
Peromyscus_eremicus,M,17
Dipodomys_spectabilis,M,125
Dipodomys_merriami,M,46
Onychomys_leucogaster,F,29
Dipodomys_merriami,M,47
Reithrodontomys_megalotis,M,8
Onychomys_leucogaster,M,32
Onychomys_torridus,F,21
Dipodomys_spectabilis,F,120
Onychomys_torridus,F,21
Dipodomys_merriami,F,40
Peromyscus_eremicus,M,20
Peromyscus_eremicus,F,22
Dipodomys_merriami,F,38
Dipodomys_merriami,M,38
Dipodomys_ordii,F,55
Dipodomys_merriami,M,44
Peromyscus_eremicus,F,20
Onychomys_leucogaster,M,37
Dipodomys_merriami,F,39
Dipodomys_spectabilis,M,126
Dipodomys_merriami,M,48
Peromyscus_eremicus,M,19
Dipodomys_merriami,F,36
Dipodomys_merriami,M,37
Dipodomys_merriami,M,47
Dipodomys_merriami,F,42
Onychomys_leucogaster,M,30
Dipodomys_merriami,F,40
Dipodomys_merriami,M,46
Reithrodontomys_megalotis,F,10
Reithrodontomys_megalotis,F,13
Onychomys_torridus,M,23
Dipodomys_merriami,F,39
Dipodomys_merriami,M,45
Dipodomys_merriami,M,46
Dipodomys_merriami,F,38
Reithrodontomys_megalotis,F,7
Onychomys_torridus,M,23
Peromyscus_eremicus,M,19
Onychomys_torridus,F,19
Dipodomys_merriami,M,48
Dipodomys_merriami,M,46
Onychomys_torridus,F,26
Dipodomys_merriami,F,39
Dipodomys_ordii,M,51
Reithrodontomys_megalotis,F,9
Dipodomys_merriami,M,45
Onychomys_leucogaster,M,34
Dipodomys_merriami,M,42
Onychomys_torridus,M,18
Dipodomys_merriami,F,38
Dipodomys_merriami,M,52
Dipodomys_ordii,M,51
Dipodomys_merriami,F,38
Peromyscus_eremicus,F,13
Dipodomys_ordii,M,53
Neotoma_albigula,F,174
Onychomys_torridus,F,22
Reithrodontomys_megalotis,M,10
Reithrodontomys_megalotis,F,9
Onychomys_leucogaster,M,20
Dipodomys_merriami,M,51
Perognathus_hispidus,M,34
Reithrodontomys_megalotis,F,9
Dipodomys_merriami,F,40
Dipodomys_merriami,F,43
Reithrodontomys_megalotis,M,8
Onychomys_torridus,F,24
Dipodomys_merriami,M,43
Dipodomys_merriami,M,44
Onychomys_leucogaster,F,32
Dipodomys_merriami,M,47
Neotoma_albigula,F,150
Dipodomys_merriami,M,51
Dipodomys_merriami,F,44
Dipodomys_spectabilis,F,126
Dipodomys_merriami,M,37
Dipodomys_merriami,F,44
Dipodomys_merriami,M,37
Reithrodontomys_megalotis,F,11
Onychomys_torridus,M,25
Dipodomys_merriami,F,39
Dipodomys_merriami,M,42
Dipodomys_ordii,M,47
Peromyscus_eremicus,F,26
Dipodomys_ordii,M,54
Dipodomys_merriami,M,41
Reithrodontomys_megalotis,F,9
Dipodomys_merriami,F,42
Dipodomys_spectabilis,M,148
Dipodomys_merriami,M,45
Dipodomys_ordii,F,47
Reithrodontomys_megalotis,F,10
Dipodomys_merriami,M,40
Neotoma_albigula,M,225
Dipodomys_merriami,M,43
Reithrodontomys_megalotis,M,9
Dipodomys_spectabilis,F,130
Dipodomys_spectabilis,M,155
Reithrodontomys_megalotis,F,6
Dipodomys_spectabilis,M,153
Dipodomys_ordii,M,55
Dipodomys_merriami,M,42
Dipodomys_merriami,M,43
Dipodomys_merriami,F,40
Dipodomys_merriami,M,42
Dipodomys_merriami,M,48
Dipodomys_merriami,M,45
Dipodomys_ordii,M,50
Dipodomys_merriami,M,50
Dipodomys_ordii,F,48
Peromyscus_eremicus,F,22
Dipodomys_merriami,F,38
Dipodomys_merriami,M,39
Onychomys_leucogaster,M,30
Dipodomys_merriami,F,44
Dipodomys_spectabilis,M,129
Dipodomys_merriami,F,42
Onychomys_leucogaster,M,29
Dipodomys_merriami,F,39
Peromyscus_eremicus,F,19
Chaetodipus_penicillatus,F,16
Dipodomys_ordii,M,56
Dipodomys_merriami,F,38
Peromyscus_eremicus,M,19
Dipodomys_spectabilis,F,120
Dipodomys_ordii,F,52
Dipodomys_merriami,F,40
Dipodomys_merriami,M,45
Dipodomys_merriami,F,44
Neotoma_albigula,F,160
Reithrodontomys_megalotis,M,9
Onychomys_leucogaster,M,34
Dipodomys_merriami,F,39
Dipodomys_merriami,F,41
Dipodomys_ordii,F,56
Dipodomys_merriami,M,40
Dipodomys_merriami,M,49
Peromyscus_eremicus,M,18
Dipodomys_merriami,M,47
Dipodomys_spectabilis,M,119
Dipodomys_ordii,F,56
Reithrodontomys_megalotis,F,11
Reithrodontomys_megalotis,M,9
Neotoma_albigula,F,170
Dipodomys_merriami,F,52
Dipodomys_merriami,M,48
Reithrodontomys_megalotis,F,10
Dipodomys_merriami,M,46
Reithrodontomys_megalotis,F,10
Dipodomys_merriami,F,38
Onychomys_torridus,M,26
Dipodomys_spectabilis,M,130
Dipodomys_ordii,F,52
Dipodomys_merriami,F,48
Onychomys_leucogaster,M,37
Onychomys_leucogaster,F,31
Peromyscus_eremicus,F,25
Dipodomys_merriami,F,39
Dipodomys_merriami,M,47
Onychomys_leucogaster,M,34
Dipodomys_merriami,M,46
Dipodomys_merriami,F,41
Dipodomys_merriami,F,43
Dipodomys_ordii,M,53
Dipodomys_ordii,M,49
Dipodomys_merriami,M,45
Dipodomys_merriami,M,49
Dipodomys_merriami,F,39
Onychomys_torridus,F,23
Dipodomys_ordii,F,51
Onychomys_leucogaster,F,27
Dipodomys_ordii,M,54
Dipodomys_merriami,M,51
Neotoma_albigula,F,188
Onychomys_torridus,M,23
Peromyscus_eremicus,M,19
Dipodomys_merriami,M,52
Dipodomys_merriami,F,37
Dipodomys_merriami,M,45
Reithrodontomys_megalotis,M,9
Dipodomys_merriami,M,53
Dipodomys_merriami,F,48
Dipodomys_merriami,F,37
Dipodomys_ordii,M,59
Dipodomys_merriami,M,49
Dipodomys_ordii,M,55
Peromyscus_eremicus,M,20
Perognathus_hispidus,M,39
Dipodomys_spectabilis,M,12
Reithrodontomys_megalotis,F,10
Dipodomys_merriami,M,44
Dipodomys_spectabilis,M,126
Dipodomys_merriami,M,42
Dipodomys_ordii,M,52
Dipodomys_merriami,F,40
Dipodomys_merriami,M,45
Chaetodipus_penicillatus,M,15
Dipodomys_spectabilis,F,131
Dipodomys_ordii,M,54
Dipodomys_merriami,M,48
Dipodomys_merriami,M,47
Dipodomys_merriami,M,46
Reithrodontomys_megalotis,F,7
Dipodomys_spectabilis,F,116
Neotoma_albigula,F,173
Dipodomys_spectabilis,M,156
Dipodomys_merriami,M,48
Dipodomys_merriami,F,49
Dipodomys_merriami,F,44
Dipodomys_merriami,M,48
Dipodomys_ordii,F,68
Reithrodontomys_megalotis,F,11
Reithrodontomys_megalotis,M,9
Onychomys_leucogaster,M,38
Dipodomys_spectabilis,M,130
Reithrodontomys_megalotis,M,10
Peromyscus_eremicus,M,19
Dipodomys_merriami,F,38
Dipodomys_ordii,F,56
Peromyscus_eremicus,M,19
Dipodomys_merriami,M,46
Dipodomys_spectabilis,F,124
Dipodomys_merriami,F,41
Dipodomys_spectabilis,F,131
Dipodomys_merriami,F,42
Dipodomys_spectabilis,M,147
Reithrodontomys_megalotis,F,10
Dipodomys_merriami,F,43
Dipodomys_merriami,M,50
Dipodomys_merriami,M,51
Neotoma_albigula,M,240
Dipodomys_merriami,M,45
Reithrodontomys_megalotis,M,10
Dipodomys_spectabilis,F,134
Dipodomys_merriami,M,43
Dipodomys_merriami,M,47
Peromyscus_eremicus,F,24
Peromyscus_eremicus,F,22
Dipodomys_merriami,F,40
Reithrodontomys_megalotis,F,12
Dipodomys_ordii,M,49
Dipodomys_merriami,M,52
Dipodomys_merriami,F,43
Dipodomys_ordii,F,55
Peromyscus_maniculatus,M,18
Dipodomys_merriami,F,39
Dipodomys_spectabilis,M,120
Dipodomys_merriami,M,45
Dipodomys_merriami,F,48
Reithrodontomys_megalotis,M,10
Reithrodontomys_megalotis,M,10
Dipodomys_merriami,F,40
Dipodomys_ordii,F,57
Dipodomys_merriami,M,52
Neotoma_albigula,F,180
Dipodomys_merriami,M,52
Peromyscus_eremicus,M,21
Dipodomys_merriami,M,30
Dipodomys_merriami,M,42
Onychomys_leucogaster,M,38
Dipodomys_merriami,M,47
Dipodomys_merriami,M,48
Dipodomys_ordii,M,53
Onychomys_leucogaster,F,27
Neotoma_albigula,F,192
Dipodomys_merriami,F,43
Neotoma_albigula,M,99
Dipodomys_merriami,M,54
Dipodomys_merriami,F,46
Dipodomys_merriami,M,42
Peromyscus_eremicus,F,27
Dipodomys_spectabilis,M,125
Chaetodipus_penicillatus,M,17
Dipodomys_merriami,M,53
Dipodomys_merriami,M,47
Dipodomys_spectabilis,M,120
Dipodomys_spectabilis,F,130
Dipodomys_ordii,F,57
Dipodomys_merriami,M,41
Dipodomys_spectabilis,M,150
Peromyscus_maniculatus,F,26
Dipodomys_ordii,M,58
Dipodomys_merriami,M,42
Dipodomys_merriami,F,42
Dipodomys_merriami,M,26
Dipodomys_merriami,F,42
Onychomys_leucogaster,M,39
Dipodomys_spectabilis,F,74
Neotoma_albigula,F,176
Onychomys_leucogaster,F,34
Dipodomys_ordii,M,50
Dipodomys_spectabilis,M,157
Dipodomys_spectabilis,F,125
Dipodomys_merriami,M,52
Dipodomys_merriami,M,46
Dipodomys_merriami,M,48
Dipodomys_merriami,F,22
Dipodomys_merriami,M,42
Onychomys_leucogaster,M,41
Dipodomys_ordii,F,54
Dipodomys_merriami,F,49
Dipodomys_merriami,M,49
Dipodomys_spectabilis,F,135
Dipodomys_merriami,M,49
Dipodomys_spectabilis,F,125
Dipodomys_merriami,F,43
Dipodomys_merriami,M,45
Dipodomys_spectabilis,M,129
Dipodomys_ordii,M,24
Dipodomys_spectabilis,F,124
Dipodomys_merriami,F,52
Dipodomys_merriami,M,44
Dipodomys_merriami,M,52
Chaetodipus_penicillatus,F,19
Onychomys_torridus,M,15
Dipodomys_ordii,M,51
Dipodomys_spectabilis,F,125
Dipodomys_ordii,F,26
Dipodomys_merriami,M,45
Dipodomys_merriami,F,49
Dipodomys_merriami,M,42
Dipodomys_merriami,F,40
Dipodomys_merriami,F,26
Chaetodipus_penicillatus,M,17
Dipodomys_merriami,F,45
Dipodomys_merriami,M,46
Neotoma_albigula,F,91
Dipodomys_merriami,M,45
Dipodomys_merriami,M,44
Dipodomys_merriami,F,39
Peromyscus_eremicus,F,29
Neotoma_albigula,F,98
Peromyscus_eremicus,F,26
Dipodomys_merriami,F,44
Dipodomys_merriami,F,39
Dipodomys_spectabilis,M,118
Reithrodontomys_megalotis,M,10
Neotoma_albigula,F,205
Peromyscus_maniculatus,M,18
Dipodomys_ordii,M,48
Dipodomys_merriami,F,39
Onychomys_torridus,F,33
Peromyscus_maniculatus,F,21
Dipodomys_merriami,F,26
Dipodomys_merriami,M,52
Dipodomys_merriami,M,50
Dipodomys_merriami,M,37
Dipodomys_merriami,F,50
Reithrodontomys_megalotis,M,11
Dipodomys_ordii,M,46
Reithrodontomys_megalotis,F,13
Onychomys_torridus,M,26
Chaetodipus_penicillatus,F,16
Dipodomys_merriami,M,50
Peromyscus_maniculatus,F,22
Reithrodontomys_megalotis,F,13
Dipodomys_merriami,F,37
Onychomys_leucogaster,F,29
Dipodomys_ordii,M,52
Dipodomys_ordii,M,52
Dipodomys_merriami,M,50
Onychomys_leucogaster,F,33
Neotoma_albigula,F,180
Dipodomys_ordii,M,53
Dipodomys_merriami,F,42
Dipodomys_merriami,F,45
Dipodomys_merriami,M,46
Dipodomys_merriami,M,42
Peromyscus_eremicus,M,21
Peromyscus_eremicus,M,23
Dipodomys_merriami,F,43
Peromyscus_eremicus,M,23
Peromyscus_maniculatus,F,15
Dipodomys_spectabilis,F,114
Dipodomys_merriami,M,44
Reithrodontomys_megalotis,M,11
Dipodomys_merriami,F,50
Dipodomys_spectabilis,M,115
Dipodomys_spectabilis,M,144
Neotoma_albigula,M,123
Neotoma_albigula,F,163
Dipodomys_ordii,M,59
Neotoma_albigula,F,82
Dipodomys_spectabilis,F,134
Neotoma_albigula,M,138
Dipodomys_merriami,F,43
Dipodomys_merriami,F,45
Dipodomys_merriami,M,46
Dipodomys_spectabilis,F,128
Dipodomys_ordii,M,50
Dipodomys_spectabilis,F,121
Dipodomys_merriami,M,46
Dipodomys_merriami,M,52
Dipodomys_merriami,M,43
Chaetodipus_penicillatus,F,19
Peromyscus_maniculatus,M,20
Dipodomys_merriami,M,37
Dipodomys_merriami,F,43
Dipodomys_spectabilis,F,84
Dipodomys_spectabilis,M,129
Peromyscus_eremicus,M,21
Dipodomys_spectabilis,F,103
Dipodomys_merriami,F,43
Onychomys_torridus,M,21
Dipodomys_spectabilis,M,152
Dipodomys_ordii,M,38
Dipodomys_merriami,M,44
Dipodomys_spectabilis,F,123
Dipodomys_ordii,F,39
Neotoma_albigula,M,198
Dipodomys_merriami,M,45
Dipodomys_merriami,F,47
Onychomys_torridus,F,9
Dipodomys_merriami,F,24
Dipodomys_merriami,M,46
Reithrodontomys_megalotis,F,7
Peromyscus_eremicus,M,20
Dipodomys_merriami,M,47
Reithrodontomys_megalotis,M,9
Reithrodontomys_megalotis,F,18
Neotoma_albigula,F,138
Dipodomys_merriami,M,49
Dipodomys_merriami,F,32
Dipodomys_merriami,M,50
Peromyscus_maniculatus,F,26
Dipodomys_merriami,F,38
Neotoma_albigula,F,185
Dipodomys_spectabilis,M,119
Dipodomys_merriami,F,41
Dipodomys_merriami,F,42
Onychomys_torridus,M,19
Dipodomys_merriami,M,35
Peromyscus_maniculatus,M,19
Dipodomys_ordii,F,52
Dipodomys_ordii,F,61
Dipodomys_merriami,F,40
Onychomys_torridus,F,27
Neotoma_albigula,F,68
Onychomys_leucogaster,F,36
Dipodomys_merriami,F,24
Dipodomys_merriami,M,50
Dipodomys_ordii,M,55
Dipodomys_merriami,F,44
Neotoma_albigula,F,98
Peromyscus_eremicus,F,23
Onychomys_torridus,F,19
Dipodomys_merriami,F,36
Peromyscus_maniculatus,F,23
Dipodomys_merriami,M,26
Dipodomys_merriami,M,52
Dipodomys_merriami,M,43
Neotoma_albigula,F,183
Peromyscus_maniculatus,F,24
Dipodomys_merriami,M,43
Dipodomys_ordii,F,45
Dipodomys_merriami,F,41
Dipodomys_merriami,M,46
Neotoma_albigula,F,182
Dipodomys_merriami,F,40
Dipodomys_merriami,M,47
Dipodomys_merriami,F,44
Neotoma_albigula,F,174
Chaetodipus_penicillatus,F,18
Dipodomys_ordii,M,52
Dipodomys_ordii,F,58
Chaetodipus_penicillatus,F,14
Dipodomys_merriami,M,42
Neotoma_albigula,M,123
Dipodomys_ordii,F,49
Dipodomys_spectabilis,F,121
Dipodomys_merriami,M,47
Dipodomys_merriami,M,47
Dipodomys_ordii,M,59
Dipodomys_merriami,M,50
Reithrodontomys_megalotis,F,10
Dipodomys_merriami,M,36
Chaetodipus_penicillatus,M,16
Dipodomys_merriami,F,41
Dipodomys_ordii,F,22
Dipodomys_merriami,F,45
Peromyscus_eremicus,F,23
Dipodomys_spectabilis,M,152
Dipodomys_merriami,F,53
Dipodomys_merriami,F,39
